id,code,name,parent_id:id,reconcile,user_type_id:id
co_puc_root,0,CO PUC ROOT,,FALSE,l10n_co_chart_account_hierarchy.data_account_type_view
co_puc_1,1,*ACTIVO*,co_puc_root,FALSE,account.data_account_type_current_assets
co_puc_11,11,DISPONIBLE,co_puc_1,FALSE,account.data_account_type_current_assets
co_puc_1105,1105,Caja,co_puc_11,FALSE,account.data_account_type_liquidity
co_puc_110505,110505,caja general,co_puc_1105,TRUE,account.data_account_type_liquidity
co_puc_110510,110510,cajas menores,co_puc_1105,TRUE,account.data_account_type_liquidity
co_puc_110515,110515,moneda extranjera,co_puc_1105,TRUE,account.data_account_type_liquidity
co_puc_1110,1110,Bancos,co_puc_11,FALSE,account.data_account_type_liquidity
co_puc_111005,111005,moneda nacional,co_puc_1110,TRUE,account.data_account_type_liquidity
co_puc_111010,111010,moneda extranjera,co_puc_1110,TRUE,account.data_account_type_liquidity
co_puc_1120,1120,Cuentas De Ahorro,co_puc_11,FALSE,account.data_account_type_liquidity
co_puc_112005,112005,bancos,co_puc_1120,TRUE,account.data_account_type_liquidity
co_puc_112010,112010,corporaciones de ahorro y vivienda,co_puc_1120,TRUE,account.data_account_type_liquidity
co_puc_112015,112015,organismos cooperativos financieros,co_puc_1120,TRUE,account.data_account_type_liquidity
co_puc_1125,1125,Fondos,co_puc_11,FALSE,account.data_account_type_liquidity
co_puc_112505,112505,rotatorios moneda nacional,co_puc_1125,TRUE,account.data_account_type_liquidity
co_puc_112510,112510,rotatorios moneda extranjera,co_puc_1125,TRUE,account.data_account_type_liquidity
co_puc_112515,112515,especiales moneda nacional,co_puc_1125,TRUE,account.data_account_type_liquidity
co_puc_112520,112520,especiales moneda extranjera,co_puc_1125,TRUE,account.data_account_type_liquidity
co_puc_112525,112525,de amortización moneda nacional,co_puc_1125,TRUE,account.data_account_type_liquidity
co_puc_112530,112530,de amortización moneda extranjera,co_puc_1125,TRUE,account.data_account_type_liquidity
co_puc_12,12,INVERSIONES,co_puc_1,FALSE,account.data_account_type_current_assets
co_puc_1205,1205,Acciones,co_puc_12,FALSE,account.data_account_type_current_assets
co_puc_120505,120505,"agricultura, ganadería, caza y silvicultura",co_puc_1205,FALSE,account.data_account_type_current_assets
co_puc_120510,120510,pesca,co_puc_1205,FALSE,account.data_account_type_current_assets
co_puc_120515,120515,explotación de minas y canteras,co_puc_1205,FALSE,account.data_account_type_current_assets
co_puc_120520,120520,industria manufacturera,co_puc_1205,FALSE,account.data_account_type_current_assets
co_puc_120525,120525,"suministro de electricidad, gas y agua",co_puc_1205,FALSE,account.data_account_type_current_assets
co_puc_120530,120530,construcción,co_puc_1205,FALSE,account.data_account_type_current_assets
co_puc_120535,120535,comercio al por mayor y al por menor,co_puc_1205,FALSE,account.data_account_type_current_assets
co_puc_120540,120540,hoteles y restaurantes,co_puc_1205,FALSE,account.data_account_type_current_assets
co_puc_120545,120545,"transporte, almacenamiento y comunicaciones",co_puc_1205,FALSE,account.data_account_type_current_assets
co_puc_120550,120550,actividad financiera,co_puc_1205,FALSE,account.data_account_type_current_assets
co_puc_120555,120555,"actividades inmobiliarias, empresariales y de alquiler",co_puc_1205,FALSE,account.data_account_type_current_assets
co_puc_120560,120560,enseñanza,co_puc_1205,FALSE,account.data_account_type_current_assets
co_puc_120565,120565,servicios sociales y de salud,co_puc_1205,FALSE,account.data_account_type_current_assets
co_puc_120570,120570,"otras actividades de servicios comunitarios, sociales y personales",co_puc_1205,FALSE,account.data_account_type_current_assets
co_puc_120599,120599,ajustes por inflación,co_puc_1205,FALSE,account.data_account_type_current_assets
co_puc_1210,1210,Cuotas O Partes De Interés Social,co_puc_12,FALSE,account.data_account_type_current_assets
co_puc_121005,121005,"agricultura, ganadería, caza y silvicultura",co_puc_1210,FALSE,account.data_account_type_current_assets
co_puc_121010,121010,pesca,co_puc_1210,FALSE,account.data_account_type_current_assets
co_puc_121015,121015,explotación de minas y canteras,co_puc_1210,FALSE,account.data_account_type_current_assets
co_puc_121020,121020,industria manufacturera,co_puc_1210,FALSE,account.data_account_type_current_assets
co_puc_121025,121025,"suministro de electricidad, gas y agua",co_puc_1210,FALSE,account.data_account_type_current_assets
co_puc_121030,121030,construcción,co_puc_1210,FALSE,account.data_account_type_current_assets
co_puc_121035,121035,comercio al por mayor y al por menor,co_puc_1210,FALSE,account.data_account_type_current_assets
co_puc_121040,121040,hoteles y restaurantes,co_puc_1210,FALSE,account.data_account_type_current_assets
co_puc_121045,121045,"transporte, almacenamiento y comunicaciones",co_puc_1210,FALSE,account.data_account_type_current_assets
co_puc_121050,121050,actividad financiera,co_puc_1210,FALSE,account.data_account_type_current_assets
co_puc_121055,121055,"actividades inmobiliarias, empresariales y de alquiler",co_puc_1210,FALSE,account.data_account_type_current_assets
co_puc_121060,121060,enseñanza,co_puc_1210,FALSE,account.data_account_type_current_assets
co_puc_121065,121065,servicios sociales y de salud,co_puc_1210,FALSE,account.data_account_type_current_assets
co_puc_121070,121070,"otras actividades de servicios comunitarios, sociales y personales",co_puc_1210,FALSE,account.data_account_type_current_assets
co_puc_121099,121099,ajustes por inflación,co_puc_1210,FALSE,account.data_account_type_current_assets
co_puc_1215,1215,Bonos,co_puc_12,FALSE,account.data_account_type_current_assets
co_puc_121505,121505,bonos públicos moneda nacional,co_puc_1215,FALSE,account.data_account_type_current_assets
co_puc_121510,121510,bonos públicos moneda extranjera,co_puc_1215,FALSE,account.data_account_type_current_assets
co_puc_121515,121515,bonos ordinarios,co_puc_1215,FALSE,account.data_account_type_current_assets
co_puc_121520,121520,bonos convertibles en acciones,co_puc_1215,FALSE,account.data_account_type_current_assets
co_puc_121595,121595,otros,co_puc_1215,FALSE,account.data_account_type_current_assets
co_puc_1220,1220,Cédulas,co_puc_12,FALSE,account.data_account_type_current_assets
co_puc_122005,122005,cédulas de capitalización,co_puc_1220,FALSE,account.data_account_type_current_assets
co_puc_122010,122010,cédulas hipotecarias,co_puc_1220,FALSE,account.data_account_type_current_assets
co_puc_122015,122015,cédulas de inversión,co_puc_1220,FALSE,account.data_account_type_current_assets
co_puc_122095,122095,otras,co_puc_1220,FALSE,account.data_account_type_current_assets
co_puc_1225,1225,Certificados,co_puc_12,FALSE,account.data_account_type_current_assets
co_puc_122505,122505,certificados de depósito a término (cdt),co_puc_1225,FALSE,account.data_account_type_current_assets
co_puc_122510,122510,certificados de depósito de ahorro,co_puc_1225,FALSE,account.data_account_type_current_assets
co_puc_122515,122515,certificados de ahorro de valor constante (cavc),co_puc_1225,FALSE,account.data_account_type_current_assets
co_puc_122520,122520,certificados de cambio,co_puc_1225,FALSE,account.data_account_type_current_assets
co_puc_122525,122525,certificados cafeteros valorizables,co_puc_1225,FALSE,account.data_account_type_current_assets
co_puc_122530,122530,certificados eléctricos valorizables (cev),co_puc_1225,FALSE,account.data_account_type_current_assets
co_puc_122535,122535,certificados de reembolso tributario (cert),co_puc_1225,FALSE,account.data_account_type_current_assets
co_puc_122540,122540,certificados de desarrollo turístico,co_puc_1225,FALSE,account.data_account_type_current_assets
co_puc_122545,122545,certificados de inversión forestal (cif),co_puc_1225,FALSE,account.data_account_type_current_assets
co_puc_122595,122595,otros,co_puc_1225,FALSE,account.data_account_type_current_assets
co_puc_1230,1230,Papeles Comerciales,co_puc_12,FALSE,account.data_account_type_current_assets
co_puc_123005,123005,empresas comerciales,co_puc_1230,FALSE,account.data_account_type_current_assets
co_puc_123010,123010,empresas industriales,co_puc_1230,FALSE,account.data_account_type_current_assets
co_puc_123015,123015,empresas de servicios,co_puc_1230,FALSE,account.data_account_type_current_assets
co_puc_1235,1235,Títulos,co_puc_12,FALSE,account.data_account_type_current_assets
co_puc_123505,123505,títulos de desarrollo agropecuario,co_puc_1235,FALSE,account.data_account_type_current_assets
co_puc_123510,123510,títulos canjeables por certificados de cambio,co_puc_1235,FALSE,account.data_account_type_current_assets
co_puc_123515,123515,títulos de tesorería (tes),co_puc_1235,FALSE,account.data_account_type_current_assets
co_puc_123520,123520,títulos de participación,co_puc_1235,FALSE,account.data_account_type_current_assets
co_puc_123525,123525,títulos de crédito de fomento,co_puc_1235,FALSE,account.data_account_type_current_assets
co_puc_123530,123530,títulos financieros agroindustriales (tfa),co_puc_1235,FALSE,account.data_account_type_current_assets
co_puc_123535,123535,títulos de ahorro cafetero (tac),co_puc_1235,FALSE,account.data_account_type_current_assets
co_puc_123540,123540,títulos de ahorro nacional (tan),co_puc_1235,FALSE,account.data_account_type_current_assets
co_puc_123545,123545,títulos energéticos de rentabilidad creciente (ter),co_puc_1235,FALSE,account.data_account_type_current_assets
co_puc_123550,123550,títulos de ahorro educativo (tae),co_puc_1235,FALSE,account.data_account_type_current_assets
co_puc_123555,123555,títulos financieros industriales y comerciales,co_puc_1235,FALSE,account.data_account_type_current_assets
co_puc_123560,123560,tesoros,co_puc_1235,FALSE,account.data_account_type_current_assets
co_puc_123565,123565,títulos de devolución de impuestos nacionales (tidis),co_puc_1235,FALSE,account.data_account_type_current_assets
co_puc_123570,123570,títulos inmobiliarios,co_puc_1235,FALSE,account.data_account_type_current_assets
co_puc_123595,123595,otros,co_puc_1235,FALSE,account.data_account_type_current_assets
co_puc_1240,1240,Aceptaciones Bancarias O Financieras,co_puc_12,FALSE,account.data_account_type_current_assets
co_puc_124005,124005,bancos comerciales,co_puc_1240,FALSE,account.data_account_type_current_assets
co_puc_124010,124010,compañías de financiamiento comercial,co_puc_1240,FALSE,account.data_account_type_current_assets
co_puc_124015,124015,corporaciones financieras,co_puc_1240,FALSE,account.data_account_type_current_assets
co_puc_124095,124095,otras,co_puc_1240,FALSE,account.data_account_type_current_assets
co_puc_1245,1245,Derechos Fiduciarios,co_puc_12,FALSE,account.data_account_type_current_assets
co_puc_124505,124505,fideicomisos de inversión moneda nacional,co_puc_1245,FALSE,account.data_account_type_current_assets
co_puc_124510,124510,fideicomisos de inversión moneda extranjera,co_puc_1245,FALSE,account.data_account_type_current_assets
co_puc_1250,1250,Derechos De Recompra De Inversiones Negociadas (repos),co_puc_12,FALSE,account.data_account_type_current_assets
co_puc_125005,125005,acciones,co_puc_1250,FALSE,account.data_account_type_current_assets
co_puc_125010,125010,cuotas o partes de interés social,co_puc_1250,FALSE,account.data_account_type_current_assets
co_puc_125015,125015,bonos,co_puc_1250,FALSE,account.data_account_type_current_assets
co_puc_125020,125020,cédulas,co_puc_1250,FALSE,account.data_account_type_current_assets
co_puc_125025,125025,certificados,co_puc_1250,FALSE,account.data_account_type_current_assets
co_puc_125030,125030,papeles comerciales,co_puc_1250,FALSE,account.data_account_type_current_assets
co_puc_125035,125035,títulos,co_puc_1250,FALSE,account.data_account_type_current_assets
co_puc_125040,125040,aceptaciones bancarias o financieras,co_puc_1250,FALSE,account.data_account_type_current_assets
co_puc_125095,125095,otros,co_puc_1250,FALSE,account.data_account_type_current_assets
co_puc_125099,125099,ajustes por inflación,co_puc_1250,FALSE,account.data_account_type_current_assets
co_puc_1255,1255,Obligatorias,co_puc_12,FALSE,account.data_account_type_current_assets
co_puc_125505,125505,bonos de financiamiento especial,co_puc_1255,FALSE,account.data_account_type_current_assets
co_puc_125510,125510,bonos de financiamiento presupuestal,co_puc_1255,FALSE,account.data_account_type_current_assets
co_puc_125515,125515,bonos para desarrollo social y seguridad interna (bdsi),co_puc_1255,FALSE,account.data_account_type_current_assets
co_puc_125595,125595,otras,co_puc_1255,FALSE,account.data_account_type_current_assets
co_puc_1260,1260,Cuentas En Participación,co_puc_12,FALSE,account.data_account_type_current_assets
co_puc_126099,126099,ajustes por inflación,co_puc_1260,FALSE,account.data_account_type_current_assets
co_puc_1295,1295,Otras Inversiones,co_puc_12,FALSE,account.data_account_type_current_assets
co_puc_129505,129505,aportes en cooperativas,co_puc_1295,FALSE,account.data_account_type_current_assets
co_puc_129510,129510,derechos en clubes sociales,co_puc_1295,FALSE,account.data_account_type_current_assets
co_puc_129515,129515,acciones o derechos en clubes deportivos,co_puc_1295,FALSE,account.data_account_type_current_assets
co_puc_129520,129520,bonos en colegios,co_puc_1295,FALSE,account.data_account_type_current_assets
co_puc_129595,129595,diversas,co_puc_1295,FALSE,account.data_account_type_current_assets
co_puc_129599,129599,ajustes por inflación,co_puc_1295,FALSE,account.data_account_type_current_assets
co_puc_1299,1299,Provisiones,co_puc_12,FALSE,account.data_account_type_current_assets
co_puc_129905,129905,acciones,co_puc_1299,FALSE,account.data_account_type_current_assets
co_puc_129910,129910,cuotas o partes de interés social,co_puc_1299,FALSE,account.data_account_type_current_assets
co_puc_129915,129915,bonos,co_puc_1299,FALSE,account.data_account_type_current_assets
co_puc_129920,129920,cédulas,co_puc_1299,FALSE,account.data_account_type_current_assets
co_puc_129925,129925,certificados,co_puc_1299,FALSE,account.data_account_type_current_assets
co_puc_129930,129930,papeles comerciales,co_puc_1299,FALSE,account.data_account_type_current_assets
co_puc_129935,129935,títulos,co_puc_1299,FALSE,account.data_account_type_current_assets
co_puc_129940,129940,aceptaciones bancarias o financieras,co_puc_1299,FALSE,account.data_account_type_current_assets
co_puc_129945,129945,derechos fiduciarios,co_puc_1299,FALSE,account.data_account_type_current_assets
co_puc_129950,129950,derechos de recompra de inversiones negociadas,co_puc_1299,FALSE,account.data_account_type_current_assets
co_puc_129955,129955,obligatorias,co_puc_1299,FALSE,account.data_account_type_current_assets
co_puc_129960,129960,cuentas en participación,co_puc_1299,FALSE,account.data_account_type_current_assets
co_puc_129995,129995,otras inversiones,co_puc_1299,FALSE,account.data_account_type_current_assets
co_puc_13,13,DEUDORES,co_puc_1,FALSE,account.data_account_type_receivable
co_puc_1305,1305,Clientes,co_puc_13,FALSE,account.data_account_type_receivable
co_puc_130505,130505,nacionales,co_puc_1305,TRUE,account.data_account_type_receivable
co_puc_130510,130510,del exterior,co_puc_1305,TRUE,account.data_account_type_receivable
co_puc_130515,130515,deudores del sistema,co_puc_1305,TRUE,account.data_account_type_receivable
co_puc_1310,1310,Cuentas Corrientes Comerciales,co_puc_13,FALSE,account.data_account_type_receivable
co_puc_131005,131005,casa matriz,co_puc_1310,TRUE,account.data_account_type_receivable
co_puc_131010,131010,compañías vinculadas,co_puc_1310,TRUE,account.data_account_type_receivable
co_puc_131015,131015,accionistas o socios,co_puc_1310,TRUE,account.data_account_type_receivable
co_puc_131020,131020,particulares,co_puc_1310,TRUE,account.data_account_type_receivable
co_puc_131095,131095,otras,co_puc_1310,TRUE,account.data_account_type_receivable
co_puc_1315,1315,Cuentas Por Cobrar A Casa Matriz,co_puc_13,FALSE,account.data_account_type_receivable
co_puc_131505,131505,ventas,co_puc_1315,TRUE,account.data_account_type_receivable
co_puc_131510,131510,pagos a nombre de casa matriz,co_puc_1315,TRUE,account.data_account_type_receivable
co_puc_131515,131515,valores recibidos por casa matriz,co_puc_1315,TRUE,account.data_account_type_receivable
co_puc_131520,131520,préstamos,co_puc_1315,TRUE,account.data_account_type_receivable
co_puc_1320,1320,Cuentas Por Cobrar A Vinculados Económicos,co_puc_13,FALSE,account.data_account_type_receivable
co_puc_132005,132005,filiales,co_puc_1320,TRUE,account.data_account_type_receivable
co_puc_132010,132010,subsidiarias,co_puc_1320,TRUE,account.data_account_type_receivable
co_puc_132015,132015,sucursales,co_puc_1320,TRUE,account.data_account_type_receivable
co_puc_1323,1323,Cuentas Por Cobrar A Directores,co_puc_13,FALSE,account.data_account_type_receivable
co_puc_132305,132305,cuentas por cobrar a directores,co_puc_1323,TRUE,account.data_account_type_receivable
co_puc_1325,1325,Cuentas Por Cobrar A Socios Y Accionistas,co_puc_13,FALSE,account.data_account_type_receivable
co_puc_132505,132505,a socios,co_puc_1325,TRUE,account.data_account_type_receivable
co_puc_132510,132510,a accionistas,co_puc_1325,TRUE,account.data_account_type_receivable
co_puc_1328,1328,Aportes Por Cobrar,co_puc_13,FALSE,account.data_account_type_receivable
co_puc_132805,132805,aportes por cobrar,co_puc_1328,TRUE,account.data_account_type_receivable
co_puc_1330,1330,Anticipos Y Avances,co_puc_13,FALSE,account.data_account_type_receivable
co_puc_133005,133005,a proveedores,co_puc_1330,TRUE,account.data_account_type_receivable
co_puc_133010,133010,a contratistas,co_puc_1330,TRUE,account.data_account_type_receivable
co_puc_133015,133015,a trabajadores,co_puc_1330,TRUE,account.data_account_type_receivable
co_puc_133020,133020,a agentes,co_puc_1330,TRUE,account.data_account_type_receivable
co_puc_133025,133025,a concesionarios,co_puc_1330,TRUE,account.data_account_type_receivable
co_puc_133030,133030,de adjudicaciones,co_puc_1330,TRUE,account.data_account_type_receivable
co_puc_133095,133095,otros,co_puc_1330,TRUE,account.data_account_type_receivable
co_puc_133099,133099,ajustes por inflación,co_puc_1330,TRUE,account.data_account_type_receivable
co_puc_1332,1332,Cuentas De Operación Conjunta,co_puc_13,FALSE,account.data_account_type_receivable
co_puc_133205,133205,cuentas de operación conjunta,co_puc_1332,TRUE,account.data_account_type_receivable
co_puc_1335,1335,Depósitos,co_puc_13,FALSE,account.data_account_type_current_assets
co_puc_133505,133505,para importaciones,co_puc_1335,FALSE,account.data_account_type_current_assets
co_puc_133510,133510,para servicios,co_puc_1335,FALSE,account.data_account_type_current_assets
co_puc_133515,133515,para contratos,co_puc_1335,FALSE,account.data_account_type_current_assets
co_puc_133520,133520,para responsabilidades,co_puc_1335,FALSE,account.data_account_type_current_assets
co_puc_133525,133525,para juicios ejecutivos,co_puc_1335,FALSE,account.data_account_type_current_assets
co_puc_133530,133530,"para adquisición de acciones, cuotas o derechos sociales",co_puc_1335,FALSE,account.data_account_type_current_assets
co_puc_133535,133535,en garantía,co_puc_1335,FALSE,account.data_account_type_current_assets
co_puc_133595,133595,otros,co_puc_1335,FALSE,account.data_account_type_current_assets
co_puc_1340,1340,Promesas De Compra Venta,co_puc_13,FALSE,account.data_account_type_current_assets
co_puc_134005,134005,de bienes raíces,co_puc_1340,FALSE,account.data_account_type_current_assets
co_puc_134010,134010,de maquinaria y equipo,co_puc_1340,FALSE,account.data_account_type_current_assets
co_puc_134015,134015,de flota y equipo de transporte,co_puc_1340,FALSE,account.data_account_type_current_assets
co_puc_134020,134020,de flota y equipo aéreo,co_puc_1340,FALSE,account.data_account_type_current_assets
co_puc_134025,134025,de flota y equipo férreo,co_puc_1340,FALSE,account.data_account_type_current_assets
co_puc_134030,134030,de flota y equipo fluvial y/o marítimo,co_puc_1340,FALSE,account.data_account_type_current_assets
co_puc_134035,134035,de semovientes,co_puc_1340,FALSE,account.data_account_type_current_assets
co_puc_134095,134095,de otros bienes,co_puc_1340,FALSE,account.data_account_type_current_assets
co_puc_1345,1345,Ingresos Por Cobrar,co_puc_13,FALSE,account.data_account_type_receivable
co_puc_134505,134505,dividendos y/o participaciones,co_puc_1345,TRUE,account.data_account_type_receivable
co_puc_134510,134510,intereses,co_puc_1345,TRUE,account.data_account_type_receivable
co_puc_134515,134515,comisiones,co_puc_1345,TRUE,account.data_account_type_receivable
co_puc_134520,134520,honorarios,co_puc_1345,TRUE,account.data_account_type_receivable
co_puc_134525,134525,servicios,co_puc_1345,TRUE,account.data_account_type_receivable
co_puc_134530,134530,arrendamientos,co_puc_1345,TRUE,account.data_account_type_receivable
co_puc_134535,134535,cert por cobrar,co_puc_1345,TRUE,account.data_account_type_receivable
co_puc_134595,134595,otros,co_puc_1345,TRUE,account.data_account_type_receivable
co_puc_1350,1350,Retención Sobre Contratos,co_puc_13,FALSE,account.data_account_type_current_assets
co_puc_135005,135005,de construcción,co_puc_1350,FALSE,account.data_account_type_current_assets
co_puc_135010,135010,de prestación de servicios,co_puc_1350,FALSE,account.data_account_type_current_assets
co_puc_135095,135095,otros,co_puc_1350,FALSE,account.data_account_type_current_assets
co_puc_1355,1355,Anticipo De Impuestos Y Contribuciones O Saldos A Favor,co_puc_13,FALSE,account.data_account_type_current_assets
co_puc_135505,135505,anticipo de impuestos de renta y complementarios,co_puc_1355,FALSE,account.data_account_type_current_assets
co_puc_135510,135510,anticipo de impuestos de industria y comercio,co_puc_1355,FALSE,account.data_account_type_current_assets
co_puc_135515,135515,retención en la fuente,co_puc_1355,FALSE,account.data_account_type_current_assets
co_puc_135517,135517,impuesto a las ventas retenido,co_puc_1355,FALSE,account.data_account_type_current_assets
co_puc_135518,135518,impuesto de industria y comercio retenido,co_puc_1355,FALSE,account.data_account_type_current_assets
co_puc_135520,135520,sobrantes en liquidación privada de impuestos,co_puc_1355,FALSE,account.data_account_type_current_assets
co_puc_135525,135525,contribuciones,co_puc_1355,FALSE,account.data_account_type_current_assets
co_puc_135530,135530,impuestos descontables,co_puc_1355,FALSE,account.data_account_type_current_assets
co_puc_135595,135595,otros,co_puc_1355,FALSE,account.data_account_type_current_assets
co_puc_1360,1360,Reclamaciones,co_puc_13,FALSE,account.data_account_type_current_assets
co_puc_136005,136005,a compañías aseguradoras,co_puc_1360,FALSE,account.data_account_type_current_assets
co_puc_136010,136010,a transportadores,co_puc_1360,FALSE,account.data_account_type_current_assets
co_puc_136015,136015,por tiquetes aéreos,co_puc_1360,FALSE,account.data_account_type_current_assets
co_puc_136095,136095,otras,co_puc_1360,FALSE,account.data_account_type_current_assets
co_puc_1365,1365,Cuentas Por Cobrar A Trabajadores,co_puc_13,FALSE,account.data_account_type_receivable
co_puc_136505,136505,vivienda,co_puc_1365,TRUE,account.data_account_type_receivable
co_puc_136510,136510,vehículos,co_puc_1365,TRUE,account.data_account_type_receivable
co_puc_136515,136515,educación,co_puc_1365,TRUE,account.data_account_type_receivable
co_puc_136520,136520,"médicos, odontológicos y similares",co_puc_1365,TRUE,account.data_account_type_receivable
co_puc_136525,136525,calamidad doméstica,co_puc_1365,TRUE,account.data_account_type_receivable
co_puc_136530,136530,responsabilidades,co_puc_1365,TRUE,account.data_account_type_receivable
co_puc_136595,136595,otros,co_puc_1365,TRUE,account.data_account_type_receivable
co_puc_1370,1370,Préstamos A Particulares,co_puc_13,FALSE,account.data_account_type_current_assets
co_puc_137005,137005,con garantía real,co_puc_1370,FALSE,account.data_account_type_current_assets
co_puc_137010,137010,con garantía personal,co_puc_1370,FALSE,account.data_account_type_current_assets
co_puc_1380,1380,Deudores Varios,co_puc_13,FALSE,account.data_account_type_current_assets
co_puc_138005,138005,depositarios,co_puc_1380,FALSE,account.data_account_type_current_assets
co_puc_138010,138010,comisionistas de bolsas,co_puc_1380,FALSE,account.data_account_type_current_assets
co_puc_138015,138015,fondo de inversión,co_puc_1380,FALSE,account.data_account_type_current_assets
co_puc_138020,138020,cuentas por cobrar de terceros,co_puc_1380,FALSE,account.data_account_type_receivable
co_puc_138025,138025,pagos por cuenta de terceros,co_puc_1380,FALSE,account.data_account_type_payable
co_puc_138030,138030,fondos de inversión social,co_puc_1380,FALSE,account.data_account_type_current_assets
co_puc_138095,138095,otros,co_puc_1380,FALSE,account.data_account_type_receivable
co_puc_1385,1385,Derechos De Recompra De Cartera Negociada,co_puc_13,FALSE,account.data_account_type_current_assets
co_puc_138505,138505,derechos de recompra de cartera negociada,co_puc_1385,FALSE,account.data_account_type_current_assets
co_puc_1390,1390,Deudas De Difícil Cobro,co_puc_13,FALSE,account.data_account_type_current_assets
co_puc_139005,139005,deudas de difícil cobro,co_puc_1390,FALSE,account.data_account_type_current_assets
co_puc_1399,1399,Provisiones,co_puc_13,FALSE,account.data_account_type_current_assets
co_puc_139905,139905,clientes,co_puc_1399,FALSE,account.data_account_type_current_assets
co_puc_139910,139910,cuentas corrientes comerciales,co_puc_1399,FALSE,account.data_account_type_current_assets
co_puc_139915,139915,cuentas por cobrar a casa matriz,co_puc_1399,FALSE,account.data_account_type_current_assets
co_puc_139920,139920,cuentas por cobrar a vinculados económicos,co_puc_1399,FALSE,account.data_account_type_current_assets
co_puc_139925,139925,cuentas por cobrar a socios y accionistas,co_puc_1399,FALSE,account.data_account_type_current_assets
co_puc_139930,139930,anticipos y avances,co_puc_1399,FALSE,account.data_account_type_current_assets
co_puc_139932,139932,cuentas de operación conjunta,co_puc_1399,FALSE,account.data_account_type_current_assets
co_puc_139935,139935,depósitos,co_puc_1399,FALSE,account.data_account_type_current_assets
co_puc_139940,139940,promesas de compraventa,co_puc_1399,FALSE,account.data_account_type_current_assets
co_puc_139945,139945,ingresos por cobrar,co_puc_1399,FALSE,account.data_account_type_current_assets
co_puc_139950,139950,retención sobre contratos,co_puc_1399,FALSE,account.data_account_type_current_assets
co_puc_139955,139955,reclamaciones,co_puc_1399,FALSE,account.data_account_type_current_assets
co_puc_139960,139960,cuentas por cobrar a trabajadores,co_puc_1399,FALSE,account.data_account_type_current_assets
co_puc_139965,139965,préstamos a particulares,co_puc_1399,FALSE,account.data_account_type_current_assets
co_puc_139975,139975,deudores varios,co_puc_1399,FALSE,account.data_account_type_current_assets
co_puc_139980,139980,derechos de recompra de cartera negociada,co_puc_1399,FALSE,account.data_account_type_current_assets
co_puc_15,15,"PROPIEDADES, PLANTA Y EQUIPO",co_puc_1,FALSE,account.data_account_type_current_assets
co_puc_1504,1504,Terrenos,co_puc_15,FALSE,account.data_account_type_current_assets
co_puc_150405,150405,urbanos,co_puc_1504,FALSE,account.data_account_type_current_assets
co_puc_150410,150410,rurales,co_puc_1504,FALSE,account.data_account_type_current_assets
co_puc_150499,150499,ajustes por inflación,co_puc_1504,FALSE,account.data_account_type_current_assets
co_puc_1506,1506,Materiales Proyectos Petroleros,co_puc_15,FALSE,account.data_account_type_current_assets
co_puc_150605,150605,tuberías y equipo,co_puc_1506,FALSE,account.data_account_type_current_assets
co_puc_150610,150610,costos de importación materiales,co_puc_1506,FALSE,account.data_account_type_current_assets
co_puc_150615,150615,proyectos de construcción,co_puc_1506,FALSE,account.data_account_type_current_assets
co_puc_150699,150699,ajustes por inflación,co_puc_1506,FALSE,account.data_account_type_current_assets
co_puc_1508,1508,Construcciones En Curso,co_puc_15,FALSE,account.data_account_type_current_assets
co_puc_150805,150805,construcciones y edificaciones,co_puc_1508,FALSE,account.data_account_type_current_assets
co_puc_150810,150810,"acueductos, plantas y redes",co_puc_1508,FALSE,account.data_account_type_current_assets
co_puc_150815,150815,vías de comunicación,co_puc_1508,FALSE,account.data_account_type_current_assets
co_puc_150820,150820,pozos artesianos,co_puc_1508,FALSE,account.data_account_type_current_assets
co_puc_150825,150825,proyectos de exploración,co_puc_1508,FALSE,account.data_account_type_current_assets
co_puc_150830,150830,proyectos de desarrollo,co_puc_1508,FALSE,account.data_account_type_current_assets
co_puc_150899,150899,ajustes por inflación,co_puc_1508,FALSE,account.data_account_type_current_assets
co_puc_1512,1512,Maquinaria Y Equipos En Montaje,co_puc_15,FALSE,account.data_account_type_current_assets
co_puc_151205,151205,maquinaria y equipo,co_puc_1512,FALSE,account.data_account_type_current_assets
co_puc_151210,151210,equipo de oficina,co_puc_1512,FALSE,account.data_account_type_current_assets
co_puc_151215,151215,equipo de computación y comunicación,co_puc_1512,FALSE,account.data_account_type_current_assets
co_puc_151220,151220,equipo médico-científico,co_puc_1512,FALSE,account.data_account_type_current_assets
co_puc_151225,151225,equipo de hoteles y restaurantes,co_puc_1512,FALSE,account.data_account_type_current_assets
co_puc_151230,151230,flota y equipo de transporte,co_puc_1512,FALSE,account.data_account_type_current_assets
co_puc_151235,151235,flota y equipo fluvial y/o marítimo,co_puc_1512,FALSE,account.data_account_type_current_assets
co_puc_151240,151240,flota y equipo aéreo,co_puc_1512,FALSE,account.data_account_type_current_assets
co_puc_151245,151245,flota y equipo férreo,co_puc_1512,FALSE,account.data_account_type_current_assets
co_puc_151250,151250,plantas y redes,co_puc_1512,FALSE,account.data_account_type_current_assets
co_puc_151299,151299,ajustes por inflación,co_puc_1512,FALSE,account.data_account_type_current_assets
co_puc_1516,1516,Construcciones Y Edificaciones,co_puc_15,FALSE,account.data_account_type_current_assets
co_puc_151605,151605,edificios,co_puc_1516,FALSE,account.data_account_type_current_assets
